허가일자,상호,설비용량(KW),설치행정시,설치지역,원동력종류,사업개시일,구분,데이터기준일자
2017.9.30,제주감귤98호 태양광발전소,609,서귀포시,남원읍,태양광,2019.4.17,육상,2020.1.20
2013.11.29,제주김녕풍력발전소,30000,제주시,구좌읍,풍력,2015.6.1,없음,2020.1.20
2017.11.21,제주농산(주)발전소,88.32,서귀포시,성산읍,태양광,2018.4.11,육상,2020.1.20
2011.11.3,제주대학교 태양광 발전소,1040,제주시,아라일동,태양광,2012.5.9,없음,2020.1.20
2016.7.26,제주마을태양광발전소,78.38,서귀포시,토평동,태양광,2017.2.7,없음,2020.1.20
2017.10.30,제주명진태양광발전소,90,서귀포시,대정읍,태양광,2019.5.21,육상,2020.1.20
2013.4.11,제주무릉 태양광발전소,900,서귀포시,대정읍,태양광,2013.7.18,없음,2020.1.20
2013.8.16,제주무릉 태양광발전소 1호,97.76,서귀포시,대정읍,태양광,2014.12.12,없음,2020.1.20
2013.8.16,제주무릉 태양광발전소 2호,97.76,서귀포시,대정읍,태양광,2014.12.12,없음,2020.1.20
2013.10.8,제주솔라팜,400,서귀포시,표선면,태양광,2014.7.18,없음,2020.1.20
2007.2.21,제주에너지 주식회사,200,서귀포시,성산읍,태양광,2008.9.29,없음,2020.1.20
2007.2.21,제주에너지 주식회사,200,제주시,애월읍,태양광,2008.4.18,없음,2020.1.20
2011.12.26,제주에너지공사,415.2,제주시,구좌읍,태양광,2013.12.13,없음,2020.1.20
2017.12.27,제주에너지공사 교래태양광발전소,491.4,제주시,조천읍,태양광,2018.11.7,육상,2020.1.20
2008.4.18,제주에너지주식회사,300,제주시,애월읍,태양광,2008.9.29,없음,2020.1.20
2017.7.27,제주용강1호태양광발전소,427.68,제주시,용강동,태양광,2019.6.12,지붕형,2020.1.20
2007.5.28,제주월령풍력발전소,2000,제주시,한림읍,풍력,2010.5.31,없음,2020.1.20
2005.8.30,제주월정풍력발전소,1500,제주시,구좌읍,풍력,2006.7.20,없음,2020.1.20
2018.5.8,제주자연 태양광발전소,974.2,서귀포시,표선면,태양광,2019.10.18,육상,2020.1.20
2016.7.26,제주종합경기장태양광발전소,484.47,제주시,오라일동,태양광,2016.11.26,없음,2020.1.20
2017.4.21,제주축산바이오가스발전소 2호,190,제주시,한림읍,바이오가스,2017.11.3,육상,2020.1.20
2007.12.26,제주태양에너지발전주식회사,1000,서귀포시,성산읍,태양광,2009.2.26,없음,2020.1.20
2014.4.7,제주하예1호태양광발전소,495,서귀포시,하예동,태양광,2014.9.2,없음,2020.1.20
2014.3.10,제주해맑음 태양광발전소,997.92,제주시,한림읍,태양광,2017.9.8,없음,2020.1.20
2014.10.27,제주해오름태양광발전소,997.92,제주시,구좌읍,태양광,2016.12.3,없음,2020.1.20
2017.9.19,조운1호태양광발전소,99.28,제주시,구좌읍,태양광,2018.4.13,육상,2020.1.20
2017.9.19,조운2호태양광발전소,99.36,제주시,구좌읍,태양광,2019.4.26,지붕형,2020.1.20
2017.7.11,조은태양광발전소,99,제주시,한경면,태양광,2019.4.9,육상,2020.1.20
2013.10.8,종현 태양광발전소,98,제주시,한림읍,태양광,2017.1.25,없음,2020.1.20
2018.4.24,주식회사 나목도태양광,457.38,서귀포시,표선면,태양광,2019.1.18,육상,2020.1.20
2009.4.1,주식회사 남경제주에너지,198,서귀포시,표선면,태양광,2009.10.13,없음,2020.1.20
2009.4.1,주식회사 남제주솔라,198,서귀포시,표선면,태양광,2009.10.13,없음,2020.1.20
2009.4.1,주식회사 남제주태양광,198,서귀포시,표선면,태양광,2009.10.13,없음,2020.1.20
2009.4.1,주식회사 서귀포솔라,198,서귀포시,표선면,태양광,2009.10.13,없음,2020.1.20
2010.4.30,주식회사 세왕,987.84,서귀포시,성산읍,태양광,2012.8.1,없음,2020.1.20
2014.12.9,주식회사 소리솔라,1200,제주시,한림읍,태양광,2016.1.30,없음,2020.1.20
2014.12.9,주식회사 소리솔라2호,300,제주시,한림읍,태양광,2016.1.30,없음,2020.1.20
2009.4.1,주식회사 솔라,198,서귀포시,표선면,태양광,2009.11.17,없음,2020.1.20
2015.4.12,주식회사 어음태양광발전소,417.96,제주시,애월읍,태양광,2017.1.26,없음,2020.1.20
2018.8.16,주식회사 원더풀 태양광발전소 가시리 1호,921.3,서귀포시,표선면,태양광,2019.7.11,육상,2020.1.20
2013.3.12,주식회사 이웰,2950,서귀포시,토평동,바이오가스,2015.7.21,없음,2020.1.20
2009.2.5,주식회사 창도산업,194.4,서귀포시,성산읍,태양광,2009.8.28,없음,2020.1.20
2014.6.3,주식회사 탑인프라보현,815.36,서귀포시,안덕면,태양광,2015.7.2,없음,2020.1.20
2009.4.1,주식회사 태광솔라,198,서귀포시,표선면,태양광,2009.10.15,없음,2020.1.20
2009.4.1,주식회사 파워플랜,198,서귀포시,표선면,태양광,2010.3.25,없음,2020.1.20
2017.11.21,주식회사 해오름에너지,1724,서귀포시,표선면,태양광,2019.5.13,육상,2020.1.20
2016.1.25,주식회사용권태양광발전소,2900,제주시,애월읍,태양광,2019.4.10,없음,2020.1.20
2016.1.25,주식회사은영태양광발전소,496.62,서귀포시,안덕면,태양광,2016.8.29,없음,2020.1.20
2016.1.25,주식회사크레티오 태양광발전소,2036.8,제주시,구좌읍,태양광,2019.5.29,없음,2020.1.20
2015.4.12,주식회사해찬태양광발전소,1700,서귀포시,도순동,태양광,2015.12.16,없음,2020.1.20
2013.8.13,주영에너지,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2018.9.27,주원 태양광발전소,89.76,제주시,애월읍,태양광,2019.8.6,육상,2020.1.20
2018.7.6,주현 1호 태양광발전소,99.36,서귀포시,대정읍,태양광,2019.3.4,육상,2020.1.20
2018.7.6,주현 2호 태양광발전소,99.36,서귀포시,대정읍,태양광,2019.12.1,지붕형,2020.1.20
2018.8.8,주현 3호 태양광발전소,299.7,서귀포시,대정읍,태양광,2019.8.12,육상,2020.1.20
2014.12.9,준 태양광발전소,98,제주시,한림읍,태양광,2015.8.7,없음,2020.1.20
2014.10.14,준영 태양광발전소,499.2,제주시,구좌읍,태양광,2018.10.10,없음,2020.1.20
2014.4.4,준태양광발전소,99.37,제주시,조천읍,태양광,2014.9.2,없음,2020.1.20
2015.1.13,지상상예태양광발전소,499.8,서귀포시,상예동,태양광,2016.10.14,없음,2020.1.20
2013.10.8,지상탐라 태양광발전소,999.96,제주시,한림읍,태양광,2014.3.20,없음,2020.1.20
2018.5.11,지성 태양광발전소,259.2,서귀포시,안덕면,태양광,2019.4.9,육상,2020.1.20
2019.1.21,지아 태양광발전소,99.16,제주시,회천동,태양광,2019.8.20,육상,2020.1.20
2017.7.11,지앤비1호태양광발전소,246.96,제주시,조천읍,태양광,2018.5.25,육상,2020.1.20
2014.3.10,지영 태양광발전소,500.02,서귀포시,대정읍,태양광,2014.9.3,없음,2020.1.20
2017.2.9,지용태양광발전소,178.56,제주시,애월읍,태양광,2018.9.4,없음,2020.1.20
2010.7.2,지유태양광 발전소,90,서귀포시,성산읍,태양광,2012.7.2,없음,2020.1.20
2018.10.20,지혜 태양광발전소,99.36,제주시,회천동,태양광,2019.4.8,육상,2020.1.20
2017.12.4,지희태양광발전소,99.36,제주시,한경면,태양광,2019.4.26,육상,2020.1.20
2014.12.4,진모태양광발전소,97.5,제주시,한경면,태양광,2016.9.28,없음,2020.1.20
2017.10.20,진성에너지개발무릉리태양광발전소,410.04,서귀포시,대정읍,태양광,2019.4.23,육상,2020.1.20
2017.10.30,진성에너지개발청수리태양광발전소,765.81,제주시,한경면,태양광,2019.4.2,육상,2020.1.20
2014.5.15,진송태양광발전소,350,서귀포시,대정읍,태양광,2015.2.4,없음,2020.1.20
2017.8.10,진숙태양광발전소,200,제주시,한림읍,태양광,2019.1.23,육상,2020.1.20
2014.12.14,진환태양광발전소,99,제주시,한경면,태양광,2016.12.30,없음,2020.1.20
2014.12.4,진희1호태양광발전소,74.99,제주시,한경면,태양광,2015.4.10,없음,2020.1.20
2014.5.15,진희태양광발전소,99.45,제주시,한경면,태양광,2014.9.17,없음,2020.1.20
2014.12.14,참나제주 태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2017.8.10,창금1호태양광발전소,99.16,제주시,조천읍,태양광,2019.12.1,육상,2020.1.20
2017.8.10,창금2호태양광발전소,99.16,제주시,조천읍,태양광,2019.8.20,육상,2020.1.20
2017.8.10,창금3호태양광발전소,99.28,제주시,조천읍,태양광,2018.3.14,육상,2020.1.20
2014.11.7,창하태양광발전소,97.5,서귀포시,안덕면,태양광,2015.5.31,없음,2020.1.20
2018.5.11,창해태양광발전소,827.82,제주시,봉개동,태양광,2019.3.8,육상,2020.1.20
2017.11.21,창희1호 태양광발전소,99.28,제주시,한경면,태양광,2018.3.29,육상,2020.1.20
2017.11.21,창희2호태양광발전소,99.28,제주시,한경면,태양광,2018.3.29,육상,2020.1.20
2014.5.26,천부태양광발전소,99,서귀포시,표선면,태양광,2014.11.17,없음,2020.1.20
2014.12.9,천혜태양광발전소,99,제주시,한경면,태양광,2017.7.28,없음,2020.1.20
2014.11.30,청록담1호 태양광발전소,98.5,제주시,한림읍,태양광,2017.5.18,없음,2020.1.20
2014.7.28,청마10호태양광발전소,99.3,제주시,해안동,태양광,2017.9.14,없음,2020.1.20
2014.7.28,청마11호태양광발전소,99.3,제주시,해안동,태양광,2017.9.14,없음,2020.1.20
2014.10.14,청마8호 태양광발전소,998.4,제주시,구좌읍,태양광,2018.9.28,없음,2020.1.20
2014.11.4,청명태양광발전소,99,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2018.8.20,청수반딧불이1호발전소,40.32,제주시,한경면,태양광,2019.1.22,육상,2020.1.20
2018.8.20,청수반딧불이2호발전소,30.24,제주시,한경면,태양광,2019.1.22,육상,2020.1.20
2018.5.21,청풍태양광발전소,197.02,제주시,구좌읍,태양광,2018.12.28,육상,2020.1.20
2014.11.30,춘규태양광발전소,97.5,제주시,한림읍,태양광,2015.7.21,없음,2020.1.20
2014.10.7,케이그린에너지2호,495.55,서귀포시,성산읍,태양광,2016.11.24,없음,2020.1.20
2014.10.7,케이그린에너지주식회사(1호),495.55,서귀포시,성산읍,태양광,2017.2.3,없음,2020.1.20
2014.10.7,케이그린에너지주식회사(3호),495.55,서귀포시,성산읍,태양광,2017.1.26,없음,2020.1.20
2013.12.12,케이디이 태양광발전소,24,서귀포시,호근동,태양광,2014.9.3,없음,2020.1.20
2018.9.13,케이앤더블유에너지,696.42,서귀포시,안덕면,태양광,2019.8.22,육상,2020.1.20
2014.11.20,케이엠 태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2018.4.3,케이원에너지 1호 태양광발전소,99,서귀포시,성산읍,태양광,2019.4.9,육상,2020.1.20
2018.4.3,케이원에너지 2호 태양광발전소,99,서귀포시,성산읍,태양광,2019.4.9,육상,2020.1.20
2019.2.25,케이원에너지3호 태양광발전소,219.6,서귀포시,성산읍,태양광,2019.9.18,지붕형,2020.1.20
2018.5.18,코지 태양광발전소,346.13,서귀포시,성산읍,태양광,2018.11.8,육상,2020.1.20
2018.1.8,클라우드앤1호태양광발전소,91.8,서귀포시,성산읍,태양광,2019.1.31,육상,2020.1.20
2018.1.8,클라우드앤2호태양광발전소,91.8,서귀포시,성산읍,태양광,2019.1.31,육상,2020.1.20
2013.1.25,킨 태양광발전소,96.6,서귀포시,대정읍,태양광,2013.12.23,없음,2020.1.20
2015.1.13,타이멕태양광발전소,2100,제주시,구좌읍,태양광,2016.9.22,없음,2020.1.20
2006.8.11,탐라해상풍력발전소,30000,제주시,한경면,풍력,2017.9.16,없음,2020.1.20
2018.8.8,태공 1호 태양광발전소,99.36,서귀포시,남원읍,태양광,2019.6.18,육상,2020.1.20
2013.8.13,태광 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2017.5.19,태성1호태양광발전소,99.28,제주시,한림읍,태양광,2018.3.14,육상,2020.1.20
2017.6.21,태성2호태양광발전소,250.92,제주시,한림읍,태양광,2018.3.14,육상,2020.1.20
2018.1.22,태성태양광발전소,433.62,제주시,구좌읍,태양광,2019.6.1,육상,2020.1.20
2018.12.10,태영 태양광발전소,19.89,서귀포시,강정동,태양광,2019.7.26,육상,2020.1.20
2017.12.15,태일태양광발전소,300.16,서귀포시,대정읍,태양광,2018.7.16,육상,2020.1.20
2017.1.31,터와울태양광발전소,99.16,서귀포시,표선면,태양광,2017.10.25,없음,2020.1.20
2017.4.12,통일태양광발전소,99,제주시,한림읍,태양광,2018.3.22,육상,2020.1.20
2002.12.9,파낙스에너지(주),1000,제주시,회천동,바이오가스,2002.12.18,없음,2020.1.20
2014.6.25,파워택태양광발전소,99,서귀포시,표선면,태양광,2014.11.17,없음,2020.1.20
2016.11.25,팡돌태양광발전소,297.6,제주시,해안동,태양광,2017.7.13,없음,2020.1.20
2018.4.2,패밀리 2 태양광발전소,199.92,서귀포시,표선면,태양광,2018.10.30,육상,2020.1.20
2013.10.29,푸른 태양광발전소,350,서귀포시,대정읍,태양광,2014.4.23,없음,2020.1.20
2019.4.17,푸른농장2호 태양광발전소,51.24,제주시,한림읍,태양광,2019.8.15,지붕형,2020.1.20
2013.12.19,피엠제이태양광발전소,300,서귀포시,대정읍,태양광,2014.5.29,없음,2020.1.20
2013.8.13,하나1호 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2013.8.13,하나2호 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2013.8.13,하나3호 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2018.2.28,하늘소태양광발전소,99.36,제주시,영평동,태양광,2019.4.26,육상,2020.1.20
2014.12.4,하산태양광발전소,99,서귀포시,대정읍,태양광,2015.9.2,없음,2020.1.20
2013.5.16,하영 태양광발전소,59.8,서귀포시,남원읍,태양광,2014.6.25,없음,2020.1.20
2018.4.10,하윤 태양광발전소,244.8,서귀포시,대정읍,태양광,2018.12.19,육상,2020.1.20
2013.5.16,하은솔라 태양광발전소,96.6,서귀포시,남원읍,태양광,2014.6.25,없음,2020.1.20
2018.11.29,하천리 태양광발전소,99.54,서귀포시,표선면,태양광,2019.8.5,육상,2020.1.20
2018.6.28,하천리상동1호 태양광발전소,297.84,서귀포시,표선면,태양광,2019.4.26,육상,2020.1.20
2018.6.28,하천리상동2호 태양광발전소,248.2,서귀포시,표선면,태양광,2019.4.26,육상,2020.1.20
2003.4.14,한경풍력 1단계,6000,제주시,한경면,풍력,2004.2.28,없음,2020.1.20
2007.3.7,한경풍력 2단계,15000,제주시,한경면,풍력,2007.12.18,없음,2020.1.20
2010.11.1,한국남부발전(주),5.59,제주시,구좌읍,태양광,2010.12.21,없음,2020.1.20
2010.8.2,한국남부발전(주),60,제주시,구좌읍,수력,2010.12.21,없음,2020.1.20
2007.12.31,한국중부발전(주),50,제주시,삼양일동,태양광,2008.2.13,없음,2020.1.20
2013.12.4,한국중부발전(주)(제주화력태양광발전소),1206.4,제주시,삼양일동,태양광,2014.1.2,없음,2020.1.20
2014.9.19,한국탄소배출권 거래소(주),2988,서귀포시,표선면,태양광,2017.3.10,없음,2020.1.20
2016.12.8,한동1호태양광발전소,98.8,제주시,구좌읍,태양광,2017.12.29,없음,2020.1.20
2016.12.8,한동2호태양광발전소,98.8,제주시,구좌읍,태양광,2017.9.16,없음,2020.1.20
2014.10.7,한동햇빛3호태양광발전소,99,제주시,구좌읍,태양광,2017.12.29,없음,2020.1.20
2014.10.7,한라1호태양광발전소,99,제주시,구좌읍,태양광,2015.7.16,없음,2020.1.20
2014.10.2,한라2호태양광발전소,99,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2017.8.12,한라태양광발전소,399.84,제주시,한경면,태양광,2018.2.27,육상,2020.1.20
2017.11.6,한림태양광발전소,27,제주시,한림읍,태양광,2018.3.2,육상,2020.1.20
2018.5.8,한빛9태양광발전소,117.15,제주시,회천동,태양광,2018.12.11,육상,2020.1.20
2013.6.17,한사랑 태양광발전소,99,제주시,외도일동,태양광,2014.2.5,없음,2020.1.20
2013.5.29,한사랑2호 태양광발전소,99,제주시,외도일동,태양광,2014.5.20,없음,2020.1.20
2018.6.21,한성태양광발전소,19.88,제주시,이도일동,태양광,2018.11.5,육상,2020.1.20
2013.9.6,한솔1호 태양광발전소,99,제주시,한경면,태양광,2014.8.21,없음,2020.1.20
2018.1.22,한원태양광,701.73,제주시,한경면,태양광,2019.7.22,육상,2020.1.20
2017.1.3,한일 태양광발전소,250.11,서귀포시,성산읍,태양광,2017.11.24,없음,2020.1.20
2017.4.21,함케1태양광발전소,98.75,제주시,한림읍,태양광,2017.11.25,육상,2020.1.20
2017.4.21,함케2태양광발전소,98.75,제주시,한림읍,태양광,2017.11.25,육상,2020.1.20
2014.10.2,해광2호태양광발전소,99,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2014.1.22,해광태양광발전소,99,제주시,애월읍,태양광,2015.5.16,없음,2020.1.20
2018.7.9,해나라태양광발전소,98.8,제주시,한경면,태양광,2019.3.7,육상,2020.1.20
2018.8.24,해나태양광발전소,259.74,제주시,한경면,태양광,2019.7.25,육상,2020.1.20
2017.11.22,해든에너지1,498.42,제주시,한경면,태양광,2018.5.17,육상,2020.1.20
2018.1.30,해든에너지3,99.4,제주시,한경면,태양광,2018.9.3,육상,2020.1.20
2018.1.30,해든에너지4,99.4,제주시,한경면,태양광,2018.9.3,육상,2020.1.20
2018.1.30,해든에너지5,99.4,제주시,한경면,태양광,2018.9.3,육상,2020.1.20
2018.7.25,해든햇빛 태양광발전소,199.8,서귀포시,대정읍,태양광,2019.8.12,육상,2020.1.20
2013.3.7,해마루1호태양광발전소,96.8,제주시,한림읍,태양광,2014.5.9,없음,2020.1.20
2018.5.31,해맑은태양광발전소,97.2,제주시,애월읍,태양광,2018.12.6,육상,2020.1.20
2014.12.9,해미드미태양광발전소,98,제주시,해안동,태양광,2015.6.30,없음,2020.1.20
2017.12.4,해비치3호태양광발전소,99.28,제주시,한경면,태양광,2019.4.26,육상,2020.1.20
2016.11.25,해빛태양광발전소,294.8,제주시,애월읍,태양광,2017.6.28,없음,2020.1.20
2018.12.10,해사랑 태양광발전소,99.06,제주시,한경면,태양광,2019.12.25,육상,2020.1.20
2010.4.20,해솔에너지,199.64,서귀포시,성산읍,태양광,2010.12.3,없음,2020.1.20
2015.1.13,해오름태양광발전소,499.8,서귀포시,상예동,태양광,2016.3.23,없음,2020.1.20
2017.4.12,해온태양광발전소,356.4,서귀포시,토평동,태양광,2018.1.3,육상,2020.1.20
2017.2.9,해찬1호태양광발전소,98.8,서귀포시,표선면,태양광,2017.7.26,없음,2020.1.20
2017.6.21,해찬태양광발전소,150,제주시,구좌읍,태양광,2017.10.20,지붕형,2020.1.20
2014.10.28,해피에너지,40,제주시,한경면,태양광,2015.9.17,없음,2020.1.20
2016.12.8,햇볕1호태양광발전소,98.8,제주시,한경면,태양광,2018.4.24,없음,2020.1.20
2014.12.14,햇빛누리 태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2018.9.27,행복 태양광발전소,142.2,서귀포시,대정읍,태양광,2019.11.7,육상,2020.1.20
2014.11.4,행복태양광발전소,99,서귀포시,대정읍,태양광,2015.5.20,없음,2020.1.20
2018.5.11,행원2018 1호태양광발전소,499.5,제주시,구좌읍,태양광,2019.8.20,육상,2020.1.20
2012.10.10,행원리마을풍력발전소,2000,제주시,구좌읍,풍력,2013.3.28,없음,2020.1.20
2018.9.27,행원에너지 태양광발전소,442,제주시,구좌읍,태양광,2019.11.18,육상,2020.1.20
2011.8.2,행원연안국산화풍력발전소,3000,제주시,구좌읍,풍력,2014.2.26,없음,2020.1.20
2013.6.24,행원풍력 3호기,660,제주시,구좌읍,풍력,2013.6.24,없음,2020.1.20
1998.6.10,행원풍력발전단지(1차),5640,제주시,구좌읍,풍력,2000.4.5,없음,2020.1.20
2011.7.11,행원풍력발전단지(2차),5150,제주시,구좌읍,풍력,2013.11.29,없음,2020.1.20
2014.6.30,행원햇빛2호태양광발전소,40,제주시,구좌읍,태양광,2015.1.9,없음,2020.1.20
2018.6.21,혁정 1호 태양광발전소,497,서귀포시,남원읍,태양광,2019.3.30,육상,2020.1.20
2018.6.21,혁정 2호 태양광발전소,498,서귀포시,남원읍,태양광,2019.3.30,육상,2020.1.20
2017.11.6,현경태양광발전소,99.72,제주시,오라이동,태양광,2018.1.31,육상,2020.1.20
2019.1.21,현광1호 태양광발전소,99.06,서귀포시,대정읍,태양광,2019.12.25,육상,2020.1.20
2014.11.7,현석태양광발전소,90,서귀포시,안덕면,태양광,2015.5.31,없음,2020.1.20
2013.10.2,현승태양광발전소,98,제주시,한림읍,태양광,2014.12.31,없음,2020.1.20
2018.7.9,현아태양광발전소,99.16,제주시,한경면,태양광,2019.12.25,육상,2020.1.20
2018.8.16,현원1호 태양광발전소,299.7,서귀포시,대정읍,태양광,2019.12.12,육상,2020.1.20
2018.8.20,현원2호태양광발전소,99.36,제주시,한경면,태양광,2019.8.9,육상,2020.1.20
2014.11.20,현일태양광발전소,98,서귀포시,성산읍,태양광,2018.12.31,없음,2020.1.20
2013.10.2,현준 태양광발전소,98,제주시,한림읍,태양광,2014.5.9,없음,2020.1.20
2017.1.4,현준태양광발전소,99.2,제주시,한경면,태양광,2017.6.2,없음,2020.1.20
2013.8.13,현진 태양광발전소,98,제주시,한림읍,태양광,2014.12.4,없음,2020.1.20
2013.12.31,협신개발(주)(협신무릉 태양광발전소),555.91,서귀포시,대정읍,태양광,2014.5.29,없음,2020.1.20
2014.10.2,형보태양광발전소,99,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2006.8.24,혜경태양광발전소,29.52,제주시,한경면,태양광,2006.9.25,없음,2020.1.20
2014.6.30,혜성태양광발전소,96.39,제주시,한림읍,태양광,2017.7.4,없음,2020.1.20
2017.9.19,혜진1호태양광발전소,99.96,서귀포시,색달동,태양광,2018.4.5,육상,2020.1.20
2017.9.19,혜진2호태양광발전소,99.96,서귀포시,색달동,태양광,2018.4.5,육상,2020.1.20
2007.6.25,화경,45.36,제주시,조천읍,태양광,2007.9.5,없음,2020.1.20
2014.9.25,화선태양광발전소,99,제주시,도평동,태양광,2015.8.27,없음,2020.1.20
2014.11.12,황금에너지,99,서귀포시,대정읍,태양광,2015.7.2,없음,2020.1.20
2014.12.4,회광태양광발전소,99,서귀포시,대정읍,태양광,2015.7.30,없음,2020.1.20
2017.12.5,효일1호태양광발전소,99.36,제주시,한림읍,태양광,2019.4.26,육상,2020.1.20
2018.9.19,후니3 태양광발전소,93.15,서귀포시,표선면,태양광,2019.3.4,육상,2020.1.20
2014.10.28,희윤2 태양광발전소,99,서귀포시,성산읍,태양광,2015.6.22,없음,2020.1.20
2014.10.29,희윤4 태양광발전소,99.28,서귀포시,성산읍,태양광,2019.7.11,없음,2020.1.20
2014.10.29,희윤5 태양광발전소,99.28,서귀포시,성산읍,태양광,2019.7.11,없음,2020.1.20
2014.10.29,희윤태양광발전소,99.28,서귀포시,성산읍,태양광,2019.7.11,없음,2020.1.20
